Device Name,Timestamp,Usage (liters)
Water Heater,2024-04-01 00:00:00,12.620528973501377
Water Heater,2024-04-01 01:00:00,87.96210179964855
Water Heater,2024-04-01 01:00:00,78.83415788602835
Water Heater,2024-04-01 03:00:00,62.02879828519174
Water Heater,2024-04-01 03:00:00,30.243232044035405
Water Heater,2024-04-01 06:00:00,20.856453385788264
Water Heater,2024-04-01 11:00:00,35.22881500986427
Water Heater,2024-04-01 11:00:00,30.828212396257904
Water Heater,2024-04-01 11:00:00,65.36040968465151
Water Heater,2024-04-01 14:00:00,40.80595582635009
Water Heater,2024-04-01 14:00:00,0.025849782072595584
Water Heater,2024-04-01 14:00:00,10.494899028043003
Water Heater,2024-04-01 15:00:00,80.17747440530344
Water Heater,2024-04-01 16:00:00,40.54855089909613
Water Heater,2024-04-01 16:00:00,9.141732401286829
Water Heater,2024-04-01 20:00:00,10.72108679670315
Water Heater,2024-04-01 21:00:00,98.21425866773914
Water Heater,2024-04-01 22:00:00,31.3721425531702
Water Heater,2024-04-01 22:00:00,93.17021446550947
Water Heater,2024-04-02 00:00:00,50.06748315176006
Water Heater,2024-04-02 03:00:00,9.54949944556046
Water Heater,2024-04-02 07:00:00,92.9916284182949
Water Heater,2024-04-02 09:00:00,56.9889220394424
Water Heater,2024-04-02 10:00:00,42.505197672580294
Water Heater,2024-04-02 11:00:00,69.67540142526734
Water Heater,2024-04-02 13:00:00,56.10279760760154
Water Heater,2024-04-02 14:00:00,92.44786956721414
Water Heater,2024-04-02 15:00:00,84.2952002211874
Water Heater,2024-04-02 16:00:00,18.55143259875315
Water Heater,2024-04-02 16:00:00,63.443965982322226
Water Heater,2024-04-02 18:00:00,66.60769389477704
Water Heater,2024-04-02 18:00:00,66.92587132385272
Water Heater,2024-04-02 19:00:00,68.24408455248249
Water Heater,2024-04-02 21:00:00,39.675296056868206
Water Heater,2024-04-02 23:00:00,5.458551472736706
Water Heater,2024-04-03 00:00:00,62.81110715413957
Water Heater,2024-04-03 01:00:00,92.72471739317216
Water Heater,2024-04-03 02:00:00,93.74052994106384
Water Heater,2024-04-03 02:00:00,88.30188760746593
Water Heater,2024-04-03 03:00:00,31.76601262826102
Water Heater,2024-04-03 05:00:00,63.783873546218686
Water Heater,2024-04-03 06:00:00,10.79882618359015
Water Heater,2024-04-03 08:00:00,72.63532457363802
Water Heater,2024-04-03 09:00:00,36.174450875328425
Water Heater,2024-04-03 11:00:00,75.60800784499615
Water Heater,2024-04-03 12:00:00,4.331414854913995
Water Heater,2024-04-03 12:00:00,62.208205100637514
Water Heater,2024-04-03 12:00:00,82.41953524361058
Water Heater,2024-04-03 13:00:00,43.981734296901486
Water Heater,2024-04-03 14:00:00,27.889793028627796
Water Heater,2024-04-03 15:00:00,3.3326162854194097
Water Heater,2024-04-03 15:00:00,80.71416570274965
Water Heater,2024-04-03 17:00:00,21.957568515189195
Water Heater,2024-04-03 21:00:00,81.7919448185662
Water Heater,2024-04-03 23:00:00,87.24629672354884
Water Heater,2024-04-03 23:00:00,81.73867600601272
Water Heater,2024-04-04 00:00:00,8.037872214324649
Water Heater,2024-04-04 02:00:00,1.246873324360609
Water Heater,2024-04-04 05:00:00,77.97920900835197
Water Heater,2024-04-04 06:00:00,40.01856215844363
Water Heater,2024-04-04 08:00:00,28.87494341542569
Water Heater,2024-04-04 09:00:00,4.808898981379695
Water Heater,2024-04-04 11:00:00,57.50822404162549
Water Heater,2024-04-04 11:00:00,85.54597621590888
Water Heater,2024-04-04 12:00:00,56.182829715169234
Water Heater,2024-04-04 13:00:00,13.075050482203865
Water Heater,2024-04-04 13:00:00,41.508571175713406
Water Heater,2024-04-04 16:00:00,66.86906046151154
Water Heater,2024-04-04 17:00:00,29.58249948418211
Water Heater,2024-04-04 18:00:00,94.90504346215248
Water Heater,2024-04-04 21:00:00,52.71227450460078
Water Heater,2024-04-04 21:00:00,98.70012734666372
Water Heater,2024-04-04 22:00:00,18.785928760105396
Water Heater,2024-04-04 23:00:00,91.06974545821852
Water Heater,2024-04-04 23:00:00,56.4509660416873
Water Heater,2024-04-05 02:00:00,4.030921005600108
Water Heater,2024-04-05 02:00:00,85.89551035064757
Water Heater,2024-04-05 04:00:00,9.23191068582111
Water Heater,2024-04-05 05:00:00,21.45042423396022
Water Heater,2024-04-05 07:00:00,5.392923572234897
Water Heater,2024-04-05 08:00:00,63.21387136891894
Water Heater,2024-04-05 09:00:00,21.494564647264646
Water Heater,2024-04-05 09:00:00,26.113133762455288
Water Heater,2024-04-05 13:00:00,48.24595987088182
Water Heater,2024-04-05 13:00:00,4.321832151170124
Water Heater,2024-04-05 15:00:00,55.78365177897254
Water Heater,2024-04-05 15:00:00,25.911993432846447
Water Heater,2024-04-05 18:00:00,29.403506710285544
Water Heater,2024-04-05 19:00:00,72.79202529864011
Water Heater,2024-04-05 19:00:00,91.680621292877
Water Heater,2024-04-05 22:00:00,34.290285229101784
Water Heater,2024-04-05 23:00:00,43.89691549585064
Water Heater,2024-04-06 00:00:00,70.64216703727823
Water Heater,2024-04-06 05:00:00,32.5642055689175
Water Heater,2024-04-06 07:00:00,50.5834549310395
Water Heater,2024-04-06 08:00:00,39.32611610458898
Water Heater,2024-04-06 08:00:00,36.885393753449755
Water Heater,2024-04-06 10:00:00,60.08382256010142
Water Heater,2024-04-06 10:00:00,25.601379364295983
Water Heater,2024-04-06 11:00:00,24.61250539989758
Water Heater,2024-04-06 12:00:00,75.04064042482105
Water Heater,2024-04-06 15:00:00,13.112407701742912
Water Heater,2024-04-06 16:00:00,91.87951504212178
Water Heater,2024-04-06 23:00:00,63.58798832667225
Water Heater,2024-04-07 01:00:00,22.10238643834357
Water Heater,2024-04-07 02:00:00,8.514457187788771
Water Heater,2024-04-07 02:00:00,32.1440951336155
Water Heater,2024-04-07 07:00:00,67.44797586119445
Water Heater,2024-04-07 08:00:00,34.47359956504366
Water Heater,2024-04-07 09:00:00,67.0798770274545
Water Heater,2024-04-07 12:00:00,1.7484016282098391
Water Heater,2024-04-07 17:00:00,44.902830095586765
Water Heater,2024-04-07 19:00:00,46.00802563072984
